Screen Name;Followers;Follows;User Since;Location.1;Bio
@GaleTStrong;9446;9532;16/01/2017;In the mountains;Retired VA RN and queen of my domain.... Mom, evil stepmom, proud Gigi, devoted mommy of spoiled rotten min pin, #TheResistance #Biden2020 #VoteBlue
@playboyhakan_;0;0;1/09/2011;İstanbul, Türkiye;Ağaoğlu holding chelseafenerbahçesorti eyapikredibankhdisigorta conradhotelistinyeparkzorluavm jack daniels catamarancapacity bim market migrosCem 05365224136
@TransPersia;45;8;18/06/2011;;
@pamcurtis4210;1981;174;28/05/2014;United States;Tessanne Chin supporter, love music, love to travel.please check out @Tessanne 🎤🙌 music 🎶 @iTunesMusic @spotify @SoundCloud
@williamjschill;370;1053;26/06/2011;Seattle;FIDE Chess Master
@Fuzzythefair;42;160;22/08/2018;Imperial States of America;Marxist-Leninist|Currently Reading: Left-Wing Communism- An Infantile Disorder|Next: What Is To Be Done?| EVERYONE DO THE F**ING READING!
@RMSThornton;97;256;10/05/2018;;American. Author. Attorney. Ex-College Football Player (D3 still counts, I think?) Lover of Freedom. CA Government in Exile. Pebble Beach Nationalist.
@YellowRose250;5736;5755;28/03/2014;Texas;Retired Special Ed. Teacher, Anti Trump, animal lover, children's advocate. Married 54 yrs to AF vet. I block MAGAs, so don't try to follow me.
@stayintouchDB;1674;1572;17/09/2008;San Antonio, TX;Human being, wife, mother, grandmother, sister, daughter, aunt, niece, friend, community activist, voter & a retired data analysis for a Texas City.
@JamarneM;1000;1246;11/07/2018;New York, NY 🗽🌃🌆🌇🚕🚓🚥🚅;CUNY Hunter '23 (prospective) Lehman '21 City '19 Yankee fan Political junkie Dangerous mind Mad social scientist ⚛ Common sense Moderate Dem #NeverTrump
@BBeshoar;2214;4289;12/06/2017;Longmont, CO;Swing guitar player. Medieval lit scholar. Recovering IS professional. World traveler. FDR Democrat. #ClimateChangeIsReal #ExtinctionIsForever #Resist
@pasrealiste;1811;2201;17/11/2009;;Passionate about environment and sometimes economics. Vocal on climate change. Working on my PHD (growth, agric& cc in SSA) -she/ her
@ABCNewsLive;62897;147;3/10/2011;;Breaking news, context and analysis from @ABC News. Streaming now at http://abcnews.com/live or in the ABC News app on your favorite device.
@Atchue4AZDems;258;690;27/04/2016;;
@Chunterking;0;76;10/10/2017;;Please Impeach Trump please!!!!!!
@goofybk;311;1136;31/03/2009;Westfield, IN;I love God, my family, all video games, all things Disney, and Dungeons and Dragons live plays. Oh I'm a counselor and a pastor too!
@TraderMoore;188;53;30/03/2017;New York;Trader. Writer. Reader. Thinker. Building something new.
@Brad_wfb;65;199;19/11/2013;Middle of US;retired public company co-founder and senior C-suite exec. Now a rural land manager and conservationist. opinions my own.
@Yourwinner3;2045;4300;29/04/2020;;The truth nothing but the truth
@gamestacy;149;300;24/07/2016;New Delhi, India;Indie game development startup, with a focus to respawn female gaming. Check out our content by clicking the link below.
@atheonews;321;10;22/12/2008;;Dauntless dissent
@speakout_april;5300;3336;26/10/2012;USA;Yesterday is history, tomorrow is a mystery, but today is a gift, that's why it's called the present. #EXGOP #NeverTrump
@jmreycroft;4088;4380;1/10/2013;West Central Florida ;Southern girl married to Boston guy! RN, RRT-NPS. USAF brat. Lover of critters, three cats that own me 🐱🐈🐱✌(I want a dragon) 😎 #TheResistance
@ThisThornyRose;1079;523;23/09/2017;Poland;📌 'What is the cost of lies?' 'What is the cost of the truth?' The Beauty & the Ugliness of Life. Team #MurdochMysteries #Canada
@getchyilma;1;18;29/06/2015;Ethiopia;
@maybeawriter;3509;4889;3/09/2008;Nashville, TN;Expert in reading entrails.
@JowagSolutions;1;21;11/08/2020;;Growing with you at every stage of your project.
@willhclark;371;2709;9/09/2009;;
@Harley2280;211;216;18/09/2009;Nashville, TN;B.S. in Communication/Journalism, 6+ years of retail management/e-commerce experience, and currently I work to help seniors find insurance coverage. #BLM
@ldog562;16206;16606;28/03/2016;Be careful everyone stay safe.;My grandmuchkins are my Life #VetsAgainstTrump Jazz,Blues funk, #Resist Move on, Political awareness is so important lack of it gave us Trumpism,
@unboringlearn;841;1906;3/05/2011;Unceded xʷməθkʷəy̓əm land;#HigherEd professional and advocate for learning. 📚 Cultural historian of universities, austerity, and revolution 🇨🇺 🌒 🏳️‍🌈 ⚒ ✊
@mmitra50;16;151;6/04/2010;India;An international development specialist working with Development Banks
@Georg_Heil;4029;4991;26/01/2009;Berlin, Deutschland;Journalist. Tweets Deutsch & English. RT≠endorsement, like = mostly bookmark Threema: 8S7ZBNB3 pgp available
@OZloop;3620;3131;5/11/2009;Canberra, Australia;Researcher│Ethical government activist│Public servant 30+years steve8davies@gmail.com 🏴󠁧󠁢󠁷󠁬󠁳󠁿
@Alvinthe1st;1371;1145;15/07/2017;San Antonio, TX;DISABLED Vietnam Era VET (100%SC) USAF/USN voiceovers songwriter, publisher, producer photography and videography unapologetic liberal.
@bgerros;39;122;11/10/2009;;
@kasstanb;1670;1951;14/12/2012;Jerusalem / Sussex;Medical Anthropologist @HebrewU Reproduction|Vaccines|Equality/Inclusion|Minorities|Jewishness. Associate Editor @AnthMedJournal ben.kasstan(at)http://mail.huji.ac.il
@ge_lizzy;535;742;27/02/2010;Around the world;Peace. Paz. Pace. Pax. Lovely Wife, Daughter, Sister. Hope: One Day at a Time.
@b747_driver;89;358;9/03/2011;Washington, USA;Married father of three ✝️ Retired Navy⚓️. Patriot 🇺🇸
@Cling2Reality;2660;2542;20/11/2016;;Country boy who likes whiskey, beer, broken-in boots, tractor pulls and loud southern music. Fuck narrow minded bigots. Obama didn't take my guns.
@foggydewjo;13;107;24/05/2015;;
@DhiyanaT;297;32;28/09/2018;Maldives;Diploma in journalism | Bachelor of Business administration| Former newsreader|presenter|news-anchor| SHE | Former Board Director-MBC
@lgwtoday;317;1837;9/08/2011;;
@AsmitaSengupta5;9;861;23/09/2016;India;I stuff food in my cheeks
@anotherdrink2;5586;6245;7/10/2014;;#ImpeachTrump #UniteBlue #GeeksResist ARMY VETERAN #TheResistance #VetsForGunReform #FBR
@KAGSnews;6043;1271;13/10/2011;Bryan/College Station. TX;NBC TV affiliate and Emmy and Murrow award-winning local news station in Bryan, TX. Send breaking news tips at news@kagstv.com.
@CharlesCharl4;2338;3944;25/10/2017;Kampala, Uganda;Loyal African,Teacher By Profession,CEO Redeemer Trading Company Ltd,Agriculturalist,A father And Always Apositive Thinker.+256795229725
@MaheshC35014516;1;5;22/01/2019;;# medico
@NoALaPlandemia;2333;2211;2/12/2013;Flat Earth;🇵🇪 Analista Político con Maestría en Opinología. Contra La Tiranía del Nuevo Orden Mundial. Cuestiona Todo, TODO. Prohibido para Trols Rojetes Progres .
@MadjidAlgerie;33;79;20/07/2019;Moscow, Russia;Hacker Algérie
@91Chennai;2142;4948;17/01/2017;Chennai, India;Nation First. 💯./. follow back
@Nesseldude;178;28;3/03/2010;South Florida;Live well — make a difference
@Karrasamelia5;10448;10686;28/06/2018;Brooklyn , NY;#back BLUE# protect BLUE # BLUE lives matter no trolls you be blocked🚫no Dm for Leo's only
@PimpState;115;222;4/01/2013;Madison, WI;Compassion is not weakness, and concern for the unfortunate is not socialism. ~Hubert Humphrey
@DJBoogiesid;22980;2879;27/06/2010;Gabz city, Botswana,everywhere;Award winning Dj -Music Impresario! BW's most versatile dj. -Music man. Events curator http://www.djboogiesid.com
@BostonJerry;8298;852;10/04/2009;;You want it to be one way, but it's the other way.
@mollyrcampbell;541;429;7/05/2017;Sheffield, England;Science journo @Tech_Networks. BSc Neuroscience @UniversityLeeds. Contact: m.campbell@technologynetworks.com. Views are my own.
@PranaysGhost;606;1022;23/11/2019;Plant Earth;🏴🚩Antifascist, Anarchist #BlackLivesMatter, 1st Nations. Orwellian States of America. Canada's PM wears black face. The UK is run by a racist cult.
@brettfosterwhi1;0;15;7/07/2020;Bethany, OK.;I'm just a man who enjoys writing and guitar. And destroying empires with my mind. Islam's my bitch. Judaism is LAW. Christ is GOD.
@pittgriffin;16957;6982;9/08/2009;New York, United States;Secular humanist. Satire is a gift from God. “Science is a way of thinking much more than it is a body of knowledge.” #VoteBlue #Biden2020 #Satire
@falconeye01;55;931;14/06/2010;;
@yeatesgreats;1243;1859;19/08/2011;USA;#NotOurPresident #BlackLivesMatter #VoteByMail #SaveAmericanDemocracy #RGB #FBR #NoJusticeNoPeace #VoteBlueToEndThisNightmare #VoteOutTheGOP #Resist
@HarshYaaar;327;216;11/10/2019;India🇮🇳;Instagram/Memechat @HarshYaaar
@TheLastLinda;1212;2232;7/05/2012;Toronto;Walking the fine line between smart and ass.
@sullof;1114;271;8/05/2007;San Francisco, CA;Dropped out physicist, software engineer, musician, painter, entrepreneur. Founded Passpack. After was at Yahoo, Turo, and Tron. #freeAssange
@susansaga1;38277;29127;23/01/2017;California, USA;✝️ Jesus is My Savior, Trump is My President 🇺🇸Constitutional Conservative🇺🇸MAGA⭐️Pro Life⭐️Drain the Swamp⭐️Build the Wall⭐️Voter ID🔥On Prlr @susansaga1
@Bwuh;324;542;2/06/2009;SF Bay, CA;Dad. Band. Transpo nerd. http://soundcloud.com/very_brave_men…
@AtharvaSawantt;92;105;27/03/2020;Mumbai, India;I post music covers @atharvassss
@GShelia1951;1245;1391;6/08/2020;Cleveberg;Liberal, atheist, radical feminist,#prochoice,#BlackLivesMatter adoring wife of @Phylter52. #Biden2020#FBR All magats, christofascists,bots blocked! NO DMS
@Gjallarhornet;7460;8047;16/11/2009;Helsingborg, Skåne Sweden;I´m the god Odin, all people's and gods' father. Follow me to Valhalla (Valhöll) #Antitheism #IAmAntifa
@1normiegirl;237;287;22/06/2019;Home;Nationalist
@Targeted1973;154;149;7/11/2013;;
@GlendaH26016842;249;431;4/07/2018;United States;
@MarsPioneer;310;189;14/05/2015;;
@hiurich;2500;2427;2/09/2009;Valencia, Carabobo;𝗟𝗼 𝗺𝗮𝘀 𝘃𝗮𝗹𝗶𝗼𝘀𝗼 𝗾𝘂𝗲 𝗽𝘂𝗲𝗱𝗲𝘀 𝗵𝗮𝗰𝗲𝗿 𝗲𝘀 𝗰𝗼𝗺𝗲𝘁𝗲𝗿 𝘂𝗻 𝗲𝗿𝗿𝗼𝗿, 𝗻𝗮𝗱𝗮 𝘀𝗲 𝗮𝗽𝗿𝗲𝗻𝗱𝗲𝗿 𝗱𝗲 𝘀𝗲𝗿 𝗽𝗲𝗿𝗳𝗲𝗰𝘁𝗼.
@gowerswan;137;560;2/06/2011;swansea;
@donaldcclarke;9792;502;9/05/2009;Washington, DC;Law prof @GWLaw. I tweet on modern Chinese law as a specialist and on civil liberties & other stuff as a concerned citizen.
@JoeyRuckus;940;1195;7/03/2009;New York & Madrid ;ciao ciao everyone! I'm a songwriter & topline singer. All songs available to artists for exclusive rights. link to sample my 🎵 below
@imashme;52;175;10/03/2010;water;Lover of books, people, ocean and animals. Mangos, I love those too.💋 🇨🇺 🇺🇸
@NYkrinDC;468;557;16/01/2009;Washington, DC;Used to be a blogger, now I'm just someone trying to figure out how we ended up in the worst possible timeline RT ≠ endorsement. RT = interesting
@bes2bibi;110;106;25/09/2010;Addis Ababa;Husband | Father | Dogs 🐕 | Movies 🎬 | and ow 🇪🇹 #Ethiopia
@CPutaChekwe;809;255;15/06/2012;Canada;President, Masomo Education Foundation.
@joesserwanga;133;208;2/07/2013;Uganda;Renewable energy promoter. Expd Credit analyst. Farmer. Pets lover🐇🐕🐈. Down to earth and Lively. Throw away that Kerosene lamp and go for Solar energy 🌞💪
@rens_beck;655;574;18/08/2011;United Arab Emirates;Private and Independent International Banker, Investor, Trader
@gjl57;193;465;8/04/2013;;Personal retwits on interesting readings: my journey...
@fark;29978;2303;16/05/2008;Murica;Fark is a community-generated humor site and news aggregator. The views expressed in these tweets are a hot mess. Don't tweet links at us, use http://fark.com/submit
@VReed2015;315;1529;10/07/2012;San Diego, CA;My new [No. 1] song 'Tell Me' 👊 available RT https://junodownload.com/products/matell-tell-me/4365756-02/ PROMO CODE: HAPPY20
@glumvillain;91;145;30/05/2020;SATX;music engineer/producer | introvert | cat dad 🐱 | pie enthusiast | spelling bee champ, 3rd grade | #ACAB 🐖 #BLM
@gold_messenger;178;808;29/12/2014;;
@genoeric1;40376;5083;15/02/2016;Looking for some ka money;Member Of Parliament appointed by the Speaker Rebecca Kadaga on Twitter on 20th April 2020.
@jostephan;2378;314;1/04/2009;South Africa;Creator. South Africa. 🇿🇦 // Johannesburg.
@oranje8888;445;4093;3/10/2014;first german empire ;🇦🇷 i love animals+women+music -conspiracy-- 🇦🇶🇯🇵- - stop american wars- i rotschild hanno causato 2 guerre mondiali, native-americans supporter 🐗🖤🇰🇿
@ms_oh_tee;5910;812;3/01/2012;Pretoria ;Attorney• Alpha female • Highly Persuasive • Passionate
@BuzzingArround;23;89;16/04/2018;;🐝🇵🇹
@Eileen56530204;235;167;13/12/2019;Atlanta, TX;
@MichaelTawiah31;272;1199;12/04/2013;Accra Ghana;A 🇬🇭 Columnist, Journalist, former online Reporter for Television Africa. Saved by Grace.Interested in debunking corporate media lies. RTs not endorsement
@wichitawarlock;107;35;18/10/2010;;I consult the stars and the moon to make decisions. You should never use my tweets as investment advice. Decision-making is always more about when than what.
@supersaadx3;235;57;15/08/2018;🇸🇴🇦🇪🇨🇦;Footy account @warsamefooty
@lancejepsen;3248;7;7/10/2009;California, USA;Owner of http://GuerillaStockTrading.com, https://www.youtube.com/stocktradingmaster/ Affiliated with http://BlackBoxTrading.net
@E_slamSalem;56;58;15/02/2020;;The best thing that happened to Egypt since El-Shatafa
@Roxyklo;1009;1469;12/03/2009;Raleigh, North Carolina;Social Butterfly Dream on! Don't BE A HYPOCRITE #LiveFreeOrDie #facebooksucks
@therussophile;5282;2424;25/10/2011;Moscow;#Russia #News feed from free (= not owned by the globalist elite) media. Hourly updated Russia News feed at: https://www.therussophile.org
@ixiiilm;436;735;20/02/2010;HATFIELD;aka Igniz. King of the Gintama's, huge Fighting game fan. I play Garou and other stuff
@Mr_Garwin;40;91;13/02/2010;;
@mariacsuarez50;5083;5284;18/05/2015;United States;Mother, sister, aunt, friend, neighbor, volunteer, love my country! #proudresister #BlueWave2020
@PamBerg;1192;1439;10/08/2009;Connecticut;Political junkie, Activist, Bleeding heart, yellow dog Democrat- Not Socialist. #FBR,#Resister
@mariebgonzales1;806;1816;9/04/2018;Spring, TX;Texan, Mech Engr, ex-Republican as of 2 yrs ago, worried about future of elderly parents, nieces & nephews, against corruption & hatred. Putin is the enemy!
@JDels2;9242;9179;10/11/2013;;1960's singer/songwriter. I follow singer/songwriters, musicians & bands. Taking a break from music to tweet against Tired Trump. Vote Trump out 2020.
@dawndash;1744;3254;12/09/2007;Denver CO;Descendant of illegal immigrants from the 1770s, EmergeCO Alumni. #TheResistance Drumpft is #NotMyPresident
@jcrutledge;114;114;23/09/2009;;The opinions expressed are my own, not my employer.
@jhontxu;1585;83;20/03/2009;Bogota ;Economista . Bolsa , Inversiones y Economía . 💲
@erik_wilking;182;865;13/07/2013;Indiana, USA :(  ;Freethinker, multi-genre nerd, tinkerer, iconoclast. He/him. #BoycottAllTrumpFamily forever.
@He31540;8;168;22/10/2012;Illinois, USA;Retired Fed😄 Vietnam Veteran
@Bobbie08502969;2669;5001;25/09/2019;Pacific Northwest;I want to be very clear. I want those responsible for destroying our democracy, our safety and security, and our way of life to be destroyed. No mercy.
@Ammar03282208;2;45;23/01/2018;;
@f_yourblog;361;429;8/03/2016;Parts Unknown;
@goofybk;311;1136;31/03/2009;Westfield, IN;I love God, my family, all video games, all things Disney, and Dungeons and Dragons live plays. Oh I'm a counselor and a pastor too!
@GreatTammie;1290;1136;9/02/2019;Texas, USA;☝️Helsinki is where America died! I am no one. Trump is a traitor and a loser! speak wisely and speak truthfully. republicans are pro rape traitors!
@proadstudio;25598;22561;3/04/2009;Los Angeles;communicator, designer, political provocateur par excellence.
@VDubese;10172;2393;10/02/2012;Cape Town, South Africa;God Qualified Excellence in Progress / Building @innovtel / 📧 info@vdubese.com / M&E and Innovation Strategy / Newsletter sign up ⤵️
@4n3n2n1;16222;15715;22/11/2014;South Jersey;It's not You... It's Me https://twitter.com/search?q=from:4n3n2n1/exclude:replies
@malatrix63;12;59;18/01/2019;;
@Arcane__Lost;7;2;15/05/2020;New Delhi;Arcanelost is a broadcast media website that covers technology, games, filmography, lifestyle, art, poetry, and content on informative topics.
@ccokermn;26376;26393;24/08/2010;South Carolina, USA;Conservative, Tired of White Guilt and Political Correctness Destroying Our Country. #Prolife #Pro2amendment #IstandwithIsrael #Trump2020 IFBAP
@markgoo80547801;904;1392;27/07/2020;;I'm an Architect practicing in South Florida and NYC NO DMs Resister🌊🌊🌊🌊🌊🌊🌊
@SevereSeverus;5885;6206;10/06/2017;United States;Husband, gay, liberal Masketeer and part of the resistance. Outspoken, sarcastic and honest. Deal with it. #TheResistance #IFB #GeeksResist
