,Twitter Query: #VotoDeConfianza lang:es -filter:retweets -filter:replies,,,,,,,,,,,,,,,,,,,
Date,Screen Name,Full Name,Tweet Text,Tweet ID,Link(s),Media,Location,Retweets,Favorites,App,Followers,Follows,Listed,Verfied,User Since,Location,Bio,Website,Timezone,Profile Image
11/08/2020 20:32,@juanjosesotob,Juan José Soto Bacigalupo,"No es necesario esperar para tener la certeza de que el premier #WalterMartosRuiz y su gabinete tendrán el #VotoDeConfianza. Sin duda, una enorme de diferencia en la actitud, el tono, el acento y la mirada a la realidad con el expremier.",1293359610032791552,,,,0,0,Twitter Web App,1031,1340,40,,14/02/2014,Peru,Lic. en Ciencias de la Comunicación y director general de http://agendacix.org #LaSaludDeTodosPrimero,https://agendacix.org/cultura-digital.html,,View
11/08/2020 20:31,@RicardoMor18,Ricardo Morales,"LOS INCENDIARIOS de UPP liderados x José Vega q siempre ALQUILA EL PARTIDO al caudillo q arrastre más votos y le garantice una curul en congreso (S/ 20 000 d sueldo) No importa si el caudillo cometió delitos, está sentenciado y preso #UPPNuncaMás #VotoDeConfianza Walter Martos",1293359538889007112,,https://pbs.twimg.com/media/EfLujNGWoAEX-nv.png,,0,0,Twitter Web App,144,224,0,,15/03/2016,Peru,"A favor de la Unión civil, aborto solo por violación y la inversión privada. 🚫Ni el fujimorismo ni la izquierda porque valoro la libertad",,,View
11/08/2020 20:31,@carlosrosales_s,Carlos Rosales,#VotoDeConfianza Toda la bancada (22) de Alianza Para el Progreso votó a favor de la confianza al Gabinete @larepublica_pe @Politica_LR,1293359499345039360,,,,0,0,Twitter Web App,662,1022,5,,31/03/2013,"Lima, Peru",Periodista en @larepublica_pe. Hincha de Universitario de Deportes.,https://ceromordaza.lamula.pe/,,View
11/08/2020 20:31,@Azpitia,AZPITIA,Acción Popular vota en bloque (22) y a favor del #VotoDeConfianza al Gabinete de @WalterMartosR,1293359364473081862,,,,0,0,Twitter Web App,338,969,12,,28/10/2009,,🧐Opiniones personales. RT no es respaldo #SoyDonante #YoMeQuedoEnCasa #NuevaNormalidad ...nica!!,,,View
11/08/2020 20:31,@pattyulloque,Patricia,Alianza para el Progreso: A favor por unanimidad. (22 votos) #VotoDeConfianza,1293359336048267267,,,,0,3,Twitter Web App,7636,973,49,,3/07/2011,"Lima, Peru",Comunicadora y periodista en acción. Ideas y opiniones personales. Hoy en @noticias_tvperu #TvPerú Instagram @pattyulloque,,,View
11/08/2020 20:31,@sullama,NANCY MESUR 🇵🇪 TE AMO PERU #USATUMASCARILLA,"""No se puede servir a lo que no se ama y no se puede amar a lo que no se conoce"" Walter Martos #VotoDeConfianza Paalbras q PRONUNCIO en la mañana y con las q se despide en @congresoperu , en este momento el voto.",1293359295879413760,,,,0,3,Twitter Web App,6816,1194,9,,17/04/2009,Peru,"Pro-vida. Pro-familia“Conoceréis la verdad, y los hará libres.” ""Yo soy el camino,la verdad y la vida"" 🇺🇸 #VotoElectronicoEsFraude #YoDefiendoLaConstitucion93",https://www.instagram.com/nncy1003/,,View
11/08/2020 20:30,@carlosrosales_s,Carlos Rosales,"#VotoDeConfianza Toda la bancada de Acción Popular votó a favor de otorgarle la confianza al Gabinete Martos, a excepción de Jesús Arapa (quien anunció una eventual vacancia presidencial), que votó en abstención. @larepublica_pe @Politica_LR",1293359285859233794,,,,0,1,Twitter Web App,662,1022,5,,31/03/2013,"Lima, Peru",Periodista en @larepublica_pe. Hincha de Universitario de Deportes.,https://ceromordaza.lamula.pe/,,View
11/08/2020 20:30,@GaboooTM,Gabriel Moreno Alcántara,"Meléndez Celis, como es de costumbre mencionando a los congresistas de memoria, señala que toda su bancada vota también A FAVOR. #VotoDeConfianza",1293359241873575942,,,,0,0,Twitter for iPhone,2311,3205,50,,15/02/2009,"Surco, Lima, Perú","Lic. en Admistración / Ciudadano de a pie, demócrata y liberal, busco un Perú mejor / Defensor pro DD.HH. de la causa #LGBTIQ y orgulloso miembro de ellos! ☺️",http://versosperversos-gaboo.blogspot.com,,View
11/08/2020 20:28,@miguelm1504,Miguel Mellado B.,#VotoDeConfianza ineptos no la hagan larga y voten ya!,1293358727706411010,,,,0,0,Twitter Web App,11772,9182,64,,1/03/2009,Peru,Analista II en Control Previo. CPC UNMSM. Inversiones. Egresado Maestría en Gerencia Pública Continental. #YdaleU. Gatos.Perú. Comer. Anime. F1. 21K Finisher.,https://go.hotmart.com/E30336921A,,View
11/08/2020 20:28,@EnterateAqp,ENTÉRATE AQP,"#Nacional #VotoDeConfianza ""El reclamo popular de la devolución de los fondos de los ex aportantes de la #ONP es un justo derecho, el cual tiene respaldo constitucional al ser la persona humana el fin supremo de la sociedad. No demos la espalda al pueblo"", @MariaCespedesc . RT @MariaCespedesc: #VotoConfianza El reclamo popular de la devolución de los fondos de los ex aportantes de la #ONP es un justo derecho, el cual tiene respaldo constitucional al ser la persona humana el fin supremo de la sociedad. No demos la espalda al pueblo. #FrepapSíCumple",1293358708441915392,https://twitter.com/MariaCespedesc/status/1293357967287484416,pic.twitter.com/p9eAe31UIs,,0,1,Twitter Web App,224,482,0,,8/08/2019,Arequipa ,Sitio web de noticias y medios de comunicación en Arequipa.,http://www.enterateperu.com/,,View
11/08/2020 20:27,@rochimonterom,Rosa Maria Montero,#VotoDeConfianza #WalterMartos Al Voto #ElPeruPrimero 🙏,1293358533296164865,,,,0,4,Twitter for Android,3891,4998,3,,23/11/2016,"Lima, Peru","Mamá de Daniel y Simón. Esposa. Abogada. Defiendo los DDHH y la justicia. Rechazo la impunidad, corrupción y discriminación. Amo correr y rodar en bicicleta!!!",,,View
11/08/2020 20:24,@Eduardo89086824,Eduardo Garcia,"#VotoDeConfianza yo en verdad este premier será más de lo mismo , ya lo veo no es un buen gestor . Es más lo aseguro a fin de año serán 180 mil muertos",1293357729050918912,,,,0,0,Twitter for Android,12,221,0,,25/06/2020,"Lima, Peru",la información es lo más importante,,,View
11/08/2020 20:23,@Eduardo89086824,Eduardo Garcia,Que buena imagen #VizcarrayOdebrechtSiguenSaqueando #VotoDeConfianza,1293357376695930882,,https://pbs.twimg.com/media/EfLtrdeWsAAKxnL.jpg,,0,0,Twitter for Android,12,221,0,,25/06/2020,"Lima, Peru",la información es lo más importante,,,View
11/08/2020 20:23,@PepitaPaquita,Pepita,"#VotoDeConfianza Todo bien bonito, de ahi a que sea verdad tatatatatatatatata",1293357295729025025,,,,0,0,Twitter Web App,169,683,0,,17/07/2017,"Lima, Peru",Vidente,,,View
11/08/2020 20:22,@willaxtv,Willax Televisión,"#Combutters Hoy, #VotoDeConfianza: Mal discurso y metas poco claras ¡no saben qué hacer! Esto y más a las 10:00 p.m. con #PhillipButters. Sigue nuestra señal en vivo:",1293357088140341250,http://willax.tv/en-vivo/,https://pbs.twimg.com/media/EfLtOUQX0AA1QQm.jpg,,2,4,Twitter Web App,264317,931,908,,7/05/2009,"Lima, Peru",Canal peruano: Señal abierta DIGITAL 1.1 | MovistarTV C16 | DirecTV 1191 | ClaroTV C12 | BestCable C18 | 250+ cableoperadores a nivel nacional.,http://willax.tv,,View
11/08/2020 20:18,@marcelopinedo11,marcelopinedo 🉑,El empresario Oliver Glass es Osito Lima #plazavea #VotoDeConfianza #movistar RT @marcelopinedo11: Con que el es el famoso osito lima 🤔🤔,1293356125023330307,https://twitter.com/marcelopinedo11/status/1293330238362066944,https://pbs.twimg.com/media/EfLU9sNWAAAyR8T.jpg,,0,1,Twitter Web App,4,82,1,,2/07/2020,"Lima, Peru",,,,View
11/08/2020 20:17,@GaboooTM,Gabriel Moreno Alcántara,"Hoy los congresistas estuvieron suaveciiiiitos. El #VotoDeConfianza está asegurado. Si pensamos mal, el primer paso se daría a fin de interpelar y eventualmente censurar a los ministros que deseen. ¿Por qué seré tan malpensado? 🤷🏽‍♂️",1293355847821778945,,,,0,2,Twitter for iPhone,2311,3205,50,,15/02/2009,"Surco, Lima, Perú","Lic. en Admistración / Ciudadano de a pie, demócrata y liberal, busco un Perú mejor / Defensor pro DD.HH. de la causa #LGBTIQ y orgulloso miembro de ellos! ☺️",http://versosperversos-gaboo.blogspot.com,,View
11/08/2020 20:16,@joce_is,This is Joce,"Min. @Rosario_Sasieta, lo que sufrió esta víctima de 14 años, no puede quedar impune (hubo violación vaginal y anal). El coronel Francisco Vargas dijo que rechaza estos actos, pero el FB del violador dice: ""Trabaja en @PoliciaPeru #VotoDeConfianza @FiscaliaPeru, ¡Justicia!",1293355661695361025,,https://pbs.twimg.com/media/EfLqO_0X0AAji-7.png,,0,0,Twitter Web App,0,34,0,,3/01/2020,,Good listener,,,View
11/08/2020 20:15,@henry_quispe,henry quispe salazar,"Que gran diferencia en todo nivel entre el limitado, prepotente y soberbio @PCaterianoB con el Actual premier @WalterMartosR, espero que vaya bien en la votación y haga un buen trabajo. #VotoDeConfianza",1293355414239752196,,,,0,0,Twitter for Android,333,2101,10,,5/03/2010,Callao Perú,Arquitecto Runner. Amo a mi país #Perú,,,View
11/08/2020 20:11,@ApBancada,Bancada Acción Popular,"Nuestro correligionario, @CSimeonHurtado, se manifestó en la #SesiónVirtual del Pleno de #VotoDeConfianza al Gabinete Martos. ¡Adelante por el Perú! 🇵🇪 ⬇️⬇️",1293354308562554882,,https://pbs.twimg.com/media/EfLq1dqXoAAj8P3.jpg,,1,1,Twitter Web App,361,242,6,,20/05/2020,,"Bancada Acción Popular. Con una sola bandera, la del Perú. Con un solo Himno, el de la Patria. Con un solo lema, ¡Adelante!",,,View
11/08/2020 20:10,@JuniorGordilloA,Junior Gordillo A.,"Este congreso es raro, la semana pasada se quejaban porque Cateriano no tocó mucho el tema de pandemia. Ahora Martos prioriza dicho tema y los congresistas piden que hable de economía, educación, agricultura, etc. 🤷‍♂️ #VotoDeConfianza",1293354239687876609,,,,0,2,Twitter for Android,176,671,1,,20/08/2011,Chiclayo - Perú,Chiclayano | Economía - USAT | Intership en @gfpsubnacional | Interés en macroeconomía y políticas públicas,,,View
11/08/2020 20:09,@1FelipeCastillo,Felipe Castillo,#URGENTE #AHORA Exigimos al Premier #WalterMartos un cambio en las estrategias del @Minsa_Peru en la lucha contra el #COVID19 @RPPNoticias @exitosape @sunessessalud @SIPSSAPMINSA @FEDEMINSAP2 @LimaNorte @diariocorreo @atv_noticias @Latina_Noticias @noticiAmerica #VotoDeConfianza,1293354002265055234,,pic.twitter.com/lHmBXEIJ5g,,5,9,Twitter for iPhone,1141,450,10,,17/07/2012,"Los Olivos, Lima, Peru",Congresista electo del Peru 🇵🇪 Impulsor y Promotor del Desarrollo de Lima Norte,,,View
11/08/2020 20:08,@William80510201,Williams,#VotoDeConfianza mientras este la ministra de economia noo al voto de confianza y de educación. Los dos fuera.,1293353522797465600,,,,0,0,Twitter for Android,0,2,0,,11/08/2020,,😍😍😍🤗,,,View
11/08/2020 20:07,@jovenes_nuevope,Jóvenes Del Nuevo Perú,"CAMBIOS DE ESTRATEGIA PARA ENFRENTAR #COVID19 ¡¡URGENTE!! #VotoDeConfianza #GabineteMartos RT @NuevoPeruMov: Mientras @WalterMartosR hablaba 9 millones de personas buscaban como ganarse la vida porque han perdido su empleo, 170 se habrían contagiado y 16 habrían muerto por COVID-19. Urgen cambios de fondo (no de forma) y un pacto con la gente para detener esta tragedia. #VotoDeConfianza",1293353409609859072,https://twitter.com/NuevoPeruMov/status/1293265369403215872,https://pbs.twimg.com/media/EfKZ_i0XsAYpT5x.jpg,,0,0,Twitter for Android,96,86,0,,9/11/2018,"Lima, Peru",,,,View
11/08/2020 20:05,@RicardoMor18,Ricardo Morales,Con hablar d AFPs no conseguirán q olvidemos el CHANTAJE Q HICIERON para acabar con SUNEDU y salvar sus UNIVERSIDADES DE CARTÓN. PODEMOS = APRA 80s (el q destruyo la economía con su populismo) + Fujimorismo #UrrestiTerrorDeLasAFP #VotoDeConfianza #PodemosChantajear Plaza Vea Wong,1293352832402415616,,https://pbs.twimg.com/media/EfLo_bNXkAAuuad.png,,0,1,Twitter Web App,144,224,0,,15/03/2016,Peru,"A favor de la Unión civil, aborto solo por violación y la inversión privada. 🚫Ni el fujimorismo ni la izquierda porque valoro la libertad",,,View
11/08/2020 20:05,@sullama,NANCY MESUR 🇵🇪 TE AMO PERU #USATUMASCARILLA,"El @congresoperu debe negarle el #VotoDeConfianza a Martos, Declaró q solo hay oxígeno asegurado hasta Septiembre y después? No hay estrategia para cercar al virus. Insiste en pruebas rápidas a pesar q ayer Mazzetti declaró @Minsa_Peru q usarían moleculares,SIGUEN MINTIENDO!!",1293352832326868994,,,,5,16,Twitter for iPhone,6816,1194,9,,17/04/2009,Peru,"Pro-vida. Pro-familia“Conoceréis la verdad, y los hará libres.” ""Yo soy el camino,la verdad y la vida"" 🇺🇸 #VotoElectronicoEsFraude #YoDefiendoLaConstitucion93",https://www.instagram.com/nncy1003/,,View
11/08/2020 20:04,@pcmperu,Consejo de Ministros,"Haciendo un llamado a la unión y al trabajo conjunto, así finalizó su presentación el presidente del Consejo de Ministros, @WalterMartosR, al solicitar el #VotoDeConfianza. 📄 Revisa el discurso completo aquí:",1293352656346517508,https://www.gob.pe/es/i/1090916,https://pbs.twimg.com/media/EfLpPLFWkAkUPmg.jpg,,13,65,Twitter Media Studio,592556,627,956,✅,31/07/2010,Lima - Perú,"Presidencia del Consejo de Ministros: Promovemos un Estado moderno, articulado y descentralizado, orientado a brindar un servicio de calidad a la ciudadanía",http://www.gob.pe/pcm,,View
11/08/2020 20:04,@FuerzaRoja200,Ariel 🌺,Ricardo Burga cállate la boca jajaja #VotoDeConfianza,1293352609315684352,,,,0,0,Twitter Web App,126,216,0,,19/05/2018,,Cuenta de apoyo a @SaidPalao_fit,,,View
11/08/2020 20:03,@DeffensorS,Deffensor,Cuales son las propuestas que trae @waltermartosR (#GabineteMartos) ?? No se escucha nada diferente ! (#ONP #AFP #COVID #Corrupcion #InmunidadParaNadie) Si el @congresoperu es consistente (consigo mismo) NO DEBERÍA DAR #VotoDeConfianza,1293352495746560000,,,,0,1,Twitter Web App,17,113,0,,12/04/2020,World Isaía 41:10 1Peter 3:15,"Economist Master in Technology, Science & Innovation Financial Regulator (Fmr) Business Entrepreneur Financial, Political and Social Journalist CHRISTIAN",,,View
11/08/2020 20:03,@lamula,La Mula,Solo generación de empleos temporales y preocupa el poco control sobre la seguridad y salud en el #trabajo -->  #VotoDeConfianza #NoContagiemosAlEmpleo #ReactivaciónEconómica,1293352371515461633,http://ow.ly/5SXC30r3WlL,,,3,4,Hootsuite Inc.,1041116,2417,1961,,6/04/2009,,Miles de periodistas ciudadanos comparten aquí sus noticias e historias. Tú publicas y nosotros lo difundimos. http://facebook.com/lamulape,http://lamula.pe,,View
11/08/2020 19:58,@julioecruzm,Julio Cruz Merino,"pareciera que si le dan el #VotoDeConfianza a #Martos, pero yo no me fio de estos congresistas. son irresponsables e impredecibles.",1293351090608537609,,,,0,0,Twitter for iPhone,73,163,0,,3/12/2018,"Trujillo, Peru",Abogado y escritor.,http://facebook.com/julioecruzm,,View
11/08/2020 19:56,@DanaMocada,Dana Mocada,"#VotoDeConfianza Cómo es esta mierda, la semana pasada se quejaban pq supuestamente Cateriano no habló nada de la pandemia. Ahora este nuevo primer ministro habla de la pandemia y congresistas piden que hable de agricultura de AFP, de educación, del IGV. etc #VayanseALAMIerda",1293350654879113220,,,,4,9,Twitter Web App,1,17,0,,30/05/2020,,Antifujimorista de corazón y sentimiento,,,👤
11/08/2020 19:55,@R_cieloslatinos,Radio Cielos Latinos,#Perú Congreso continúa debate de #VotoDeConfianza a primer ministro,1293350246156771329,https://bit.ly/3kEaP9k,https://pbs.twimg.com/media/EfLnDktXYAALpoQ.jpg,,1,2,Twitter Web App,155,113,1,,30/08/2017,Calama,"Radio Cielos Latinos unimos Latinoamérica desde la música, la cultura y las noticias.",http://radiocieloslatinos.blogspot.com,,View
11/08/2020 19:52,@FuerzaRoja200,Ariel 🌺,El siguiente #VotoDeConfianza,1293349563999358977,,,,0,0,Twitter Web App,126,216,0,,19/05/2018,,Cuenta de apoyo a @SaidPalao_fit,,,View
11/08/2020 19:51,@s_y_r_g,sara rg,"Está usando una mascarilla Venturi como medida de protección? 👀 Merecemos extinguirnos, Señor ellos primero 🙄🙄 #queverguenza #COVIDー19 #VotoDeConfianza",1293349465835937795,,https://pbs.twimg.com/media/EfLmewzXkAAR_3-.jpg,,0,2,Twitter for iPhone,107,814,1,,25/07/2016,,medicina ocupacional y medio ambiente ...the Brain isn’t a exact science...,,,View
11/08/2020 19:51,@dralulanesas,Lu 💚,Dios éste congreso es una desgraciaaaaa #VotoDeConfianza #vacunaRusa RT @kikesitov67: Lamentables expresiones del congresista José Vega de @UnionPorElPeru0 sobre el Cuerpo de @bomberosdelperu. Ellos son los primeros en llegar a una emergencia. Muchos han dado sus vidas por otros. Ojalá Vega no tenga una emergencia en su casa @RPPNoticias #LaVozDelPerú,1293349423062364161,https://twitter.com/kikesitov67/status/1293262009031688193,pic.twitter.com/Alzf9lJTcU,,1,2,Twitter for iPhone,303,406,6,,6/06/2009,,Sweeter than heaven and hotter than hell,,,View
11/08/2020 19:51,@FuerzaRoja200,Ariel 🌺,Que alguien lo calle #VotoDeConfianza,1293349375998132225,,,,0,0,Twitter Web App,126,216,0,,19/05/2018,,Cuenta de apoyo a @SaidPalao_fit,,,View
11/08/2020 19:51,@ferblog,Fernando Zambrano,"Con el #VotoDeConfianza al #GabineteMartos , @MartinVizcarraC deberia pasar a sus #cuartelesdeinvierno y dejar en manos d @WalterMartosR la conduccion del #Estado en este ultimo trecho. Espero haya entendido el mensaje politico q le esta dando el @congresoperu #PeruAbreLosOjos",1293349351201308678,,,,4,11,Twitter for Android,2820,3181,14,,5/07/2009,Lima,http://about.me/fernando_zambrano,https://www.facebook.com/AlertaEmpresarialTVDigital/,,View
11/08/2020 19:48,@TvLoquenosedice,TvLoquenosedice,#VotoDeConfianza #vacunaRusa Los canales y Periódicos que reciben cientos de millones en publicidad del Gobierno ya no pueden seguir ocultando a los peruanos Las Mentiras Incapacidad Y corrupción de este Gobierno,1293348531386843137,,https://pbs.twimg.com/media/EfLlnnJXgAElQVT.jpg,,0,0,Twitter Web App,412,249,1,,1/05/2017,,,,,View
11/08/2020 19:47,@lamula,La Mula,Promoción de #empleo con derechos sigue ausente en el mensaje de Martos -->  #VotoDeConfianza #Trabajo #NoContagiemosAlEmpleo #COVID19 #ReactivaciónEconómica,1293348371604942848,http://ow.ly/xLNk30r3Wht,https://pbs.twimg.com/media/EfLlfWGXYAYarDK.jpg,,2,3,Hootsuite Inc.,1041116,2417,1961,,6/04/2009,,Miles de periodistas ciudadanos comparten aquí sus noticias e historias. Tú publicas y nosotros lo difundimos. http://facebook.com/lamulape,http://lamula.pe,,View
11/08/2020 19:45,@samuelr61531293,samuel reyes,#VotoDeConfianza especulación de medicamentos dice este congresista fernando melendez acaso en sus manos no podía cambiar todo eso con una ley,1293347917768663041,,,,0,0,Twitter Web App,0,1,0,,29/07/2020,,leer algunas twitter y opinar de un sentido común y silvestre.,,,👤
11/08/2020 19:44,@samuelr61531293,samuel reyes,#VotoDeConfianza la pnademia nos ha dejado profundas heridas pero la pandemia esta en la tercera parte de su camino. habla como se hubiera pasado.,1293347695944503296,,,,0,0,Twitter Web App,0,1,0,,29/07/2020,,leer algunas twitter y opinar de un sentido común y silvestre.,,,👤
11/08/2020 19:43,@samuelr61531293,samuel reyes,#VotoDeConfianza tiene una gran oportunidad osea le da el voto de confianza fernando melendez si no le da el voto de confianza no tendrá la oportunidad.,1293347407766392833,,,,0,0,Twitter Web App,0,1,0,,29/07/2020,,leer algunas twitter y opinar de un sentido común y silvestre.,,,👤
