Tweet Text,Label,Clean Tweet,Lenght,Long Number,Short Number,Punctuation,WebSite
"I question the author's use of liberal and illiberal. Which flavor? Social? Classical? Same with corruption. Are we going to ignore how corrupt American culture is? Putin is right about protecting his country & culture against multi-culturalism. Chad stance in a world of liars. RT @Quillette: ""It remains to be seen how seriously the UK government will take the Report, and how far it will act on it.""",0,question the author use liber and illiber which flavor social classic same with corrupt are go ignor how corrupt american cultur putin right about protect hi countri cultur against multi cultur chad stanc world liar quillett remain seen how serious the govern will take the report and how far will act,335,0,0,5.075,0
"Johnson's Russian links. Article: ""...Russian-linked Ukrainian operatives .. spreading disinformation via media outlets, which have been picked up and expressly relied upon by Sen. Johnson..."" Johnson speaks w/Putin's words.  RT @NatashaBertrand: Ron Johnson says he hasn’t been able to subpoena Comey and Brennan because of resistance to his investigations from fellow Republicans Via ⁦@kyledcheney⁩",1,johnson russian link articl russian link ukrainian oper spread disinform via media outlet which have been pick and expressli reli upon sen johnson johnson speak putin word natashabertrand ron johnson say hasn been abl subpoena comey and brennan becaus resist hi investig from fellow republican via kyledcheney,346,0,0,6.358,0
"At every point, presume Putin’s bots have screwed with polls. Believe nothing... except that YOU MUST VOTE. That’s the only poll that matters. RT @mmpadellan: Every time I see a poll that shows Joe Biden with an insurmountable lead, I'm just going to act like he's down by 50 points and vote like it. DON'T GET COMPLACENT. WE HAVE WORK TO DO.",0,everi point presum putin bot have screw with poll believ noth except that you must vote that the onli poll that matter mmpadellan everi time see poll that show joe biden with insurmount lead just go act like down point and vote like don get complac have work,281,0,0,5.694,0
Putin announces first Covid-19 vaccine without completing all safety & efficacy trials. Modi also wanted to announce Covid-19 vaccine on 15th August (India's Independence day) but AIIMS Director Guleria &amp; Indian Scientists rejected this idea.,1,putin announc first covid vaccin without complet all safeti efficaci trial modi also want announc covid vaccin august india independ day but aiim director guleria amp indian scientist reject thi idea,212,0,0,4.717,1
"Putin - Russia has registered the first ever vaccine for COVID-19 . . . . PM OLI NEPAL - Putin is Nepali and Russia is a part of Nepal, so it's not a Russian Vaccine anymore 🙏🏻 #russiavaccine",1,putin russia ha regist the first ever vaccin for covid oli nepal putin nepali and russia part nepal not russian vaccin anymor russiavaccin,154,0,0,6.494,0
In using the Senate Committee to ▶️ launder foreign misinformation into US public discourse? ▶️do Putin’s work for him? ▶️ attempt to pollute and subvert a US election? They’re not into it? You don’t say. 🤔 RT @NatashaBertrand: Ron Johnson says he hasn’t been able to subpoena Comey and Brennan because of resistance to his investigations from fellow Republicans Via ⁦@kyledcheney⁩,1,use the senat committe launder foreign misinform into public discours putin work for him attempt pollut and subvert elect they not into you don say natashabertrand ron johnson say hasn been abl subpoena comey and brennan becaus resist hi investig from fellow republican via kyledcheney,321,0,0,2.492,0
"Is it true that Putin, on Russian TV today, corrected a reporter asking if @realDonaldTrump was a moron, said, ""No, he's my moron.""",0,true that putin russian today correct report ask realdonaldtrump wa moron said moron,109,0,0,9.174,0
“We need to see how things settle out in the near future.” Translation: Putin hasn’t given us permission to do anything about this yet. RT @AlexKokcharov: #US Secretary of State Pompeo said the US would consider ending oil shipments as part of possible sanctions against #Belarus following the bloody crackdown on peaceful protesters:,0,need see how thing settl out the near futur translat putin hasn given permiss anyth about thi yet alexkokcharov secretari state pompeo said the would consid end oil shipment part possibl sanction against belaru follow the bloodi crackdown peac protest,282,0,0,2.837,0
Trump will soon toss $ to Putin for the Sputnik vaccine. He is a desperate man & doesn’t care if these vaccines are poisonous! Don’t trust any Trump vaccine #TrumpGenocide,0,trump will soon toss putin for the sputnik vaccin desper man doesn care these vaccin are poison don trust ani trump vaccin trumpgenocid,142,0,0,3.521,0
"Putin's recent announcement has raised many concerns amongst vaccine #experts as they grow weary of #Russia's actions. In response, our #infectiousdisease, #vaccine, and #COVID19 experts provided #insights into the situation:",1,putin recent announc ha rais mani concern amongst vaccin expert they grow weari russia action respons our infectiousdiseas vaccin and covid expert provid insight into the situat,196,0,0,6.633,0
"Putin is intent on resurrecting the Soviet Union. RT @Lucian_Kim: 2 Russian Air Force Tupolev Tu-134AK planes, outfitted with first-class cabins and special comms, have been detected flying from Moscow to Minsk; in Soviet times high-ranking party officials flew in such planes, now Russian top brass does.",1,putin intent resurrect the soviet union lucian kim russian air forc tupolev plane outfit with first class cabin and special comm have been detect fli from moscow minsk soviet time high rank parti offici flew such plane now russian top brass doe,259,0,0,4.633,1
"Not true, but even if it were, that's a better scenario than the GOP being taken over by Putin's favorite puppet, Donald J. Trump. RT @GOP: “The Democrats are being taken over by the radical left.” -@realDonaldTrump",1,not true but even were that better scenario than the gop be taken over putin favorit puppet donald trump gop the democrat are be taken over the radic left realdonaldtrump,179,0,0,6.704,0
"Trump thinks Harris is ""nasty"" but Putin is not.",0,trump think harri nasti but putin not,40,0,0,7.5,0
"Putin owns trump. I just pray they can hang in until Biden is our leader. Seems a huge hope though. Wish Europe would step into the void trump has created now. Those brave honorable people need help and deserve it. We are them soon if we don’t rid ourselves of this WH monster. RT @McFaul: Belarusians, inside and outside of the country, have reached out to me this week to ask why the West is so indifferent to their courageous fight for democracy. I can't explain. Can you?",1,putin own trump just pray they can hang until biden our leader seem huge hope though wish europ would step into the void trump ha creat now those brave honor peopl need help and deserv are them soon don rid ourselv thi monster mcfaul belarusian insid and outsid the countri have reach out thi week ask whi the west indiffer their courag fight for democraci can explain can you,388,0,0,3.608,0
Russia's president Vladimir Putin has announced the registration of the world's first official coronavirus vaccine.,1,russia presid vladimir putin ha announc the registr the world first offici coronaviru vaccin,101,0,0,2.97,0
Russian Nuclear Sub Spotted Near US East Coast  2012 Soros and Putin???? @DigMemePray,1,russian nuclear sub spot near east coast soro and putin digmemepray,72,0,1,6.944,0
TED & MINI TRUMP - BURNING BIBLES IN PORTLAND Did you enjoy tweeting the Russian made fake video of protesters? Do you feel stupid or did you ask for it? You arent patriots. At best you were played by Putin. #TraitorsSupportTraitorTrump #Traitors @tedcruz @DonaldJTrumpJr,1,ted mini trump burn bibl portland did you enjoy tweet the russian made fake video protest you feel stupid did you ask for you arent patriot best you were play putin traitorssupporttraitortrump traitor tedcruz donaldjtrumpjr,228,0,0,4.386,0
